,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
68,(I Just) Died in Your Arms,pop,0.626,0.711,11,-11.422,0,0.0453,0.0121,0.000309,0.0632,0.498,124.955,audio_features,6zb9gTiv8jXZ5c4giNCF4F,spotify:track:6zb9gTiv8jXZ5c4giNCF4F,https://api.spotify.com/v1/tracks/6zb9gTiv8jXZ5c4giNCF4F,https://api.spotify.com/v1/audio-analysis/6zb9gTiv8jXZ5c4giNCF4F,279382,4
69,Don't Dream It's Over,pop,0.461,0.651,8,-9.226,1,0.037,0.0153,5.01e-05,0.112,0.56,80.786,audio_features,3o6VazvGVIsUcwjrFlI7T7,spotify:track:3o6VazvGVIsUcwjrFlI7T7,https://api.spotify.com/v1/tracks/3o6VazvGVIsUcwjrFlI7T7,https://api.spotify.com/v1/audio-analysis/3o6VazvGVIsUcwjrFlI7T7,234104,4
70,Straight Up - Single Version,pop,0.75,0.966,2,-3.266,0,0.13,0.488,0.00294,0.115,0.717,95.888,audio_features,41j8OEcWcYmHxPyY1clx4l,spotify:track:41j8OEcWcYmHxPyY1clx4l,https://api.spotify.com/v1/tracks/41j8OEcWcYmHxPyY1clx4l,https://api.spotify.com/v1/audio-analysis/41j8OEcWcYmHxPyY1clx4l,229738,4
71,She Blinded Me With Science,pop,0.801,0.843,9,-7.395,1,0.0426,0.171,0.0813,0.0697,0.975,128.968,audio_features,1mjgdZvGsf81ApGq2lbrqk,spotify:track:1mjgdZvGsf81ApGq2lbrqk,https://api.spotify.com/v1/tracks/1mjgdZvGsf81ApGq2lbrqk,https://api.spotify.com/v1/audio-analysis/1mjgdZvGsf81ApGq2lbrqk,220543,4
72,If This Is It - 2006 Digital Remaster,pop,0.345,0.628,7,-8.422,1,0.0354,0.257,4.23e-06,0.326,0.826,147.493,audio_features,5MTlWJ0ZqwPr8uEohT92Tt,spotify:track:5MTlWJ0ZqwPr8uEohT92Tt,https://api.spotify.com/v1/tracks/5MTlWJ0ZqwPr8uEohT92Tt,https://api.spotify.com/v1/audio-analysis/5MTlWJ0ZqwPr8uEohT92Tt,229645,3
73,True,pop,0.744,0.491,0,-10.852,1,0.029,0.53,0.123,0.0702,0.374,97.558,audio_features,1l9w9Ml2pYQ3tyMjYpKOJL,spotify:track:1l9w9Ml2pYQ3tyMjYpKOJL,https://api.spotify.com/v1/tracks/1l9w9Ml2pYQ3tyMjYpKOJL,https://api.spotify.com/v1/audio-analysis/1l9w9Ml2pYQ3tyMjYpKOJL,335900,4
74,We Belong - 2002 - Remaster,pop,0.719,0.487,5,-7.896,1,0.0493,0.568,3.93e-06,0.192,0.329,135.173,audio_features,5kfKCyPgHayOv9wVw2J5j2,spotify:track:5kfKCyPgHayOv9wVw2J5j2,https://api.spotify.com/v1/tracks/5kfKCyPgHayOv9wVw2J5j2,https://api.spotify.com/v1/audio-analysis/5kfKCyPgHayOv9wVw2J5j2,223608,4
75,The Stroke,metal,0.697,0.531,7,-7.063,0,0.0593,0.561,0,0.585,0.727,91.465,audio_features,4rh4cYNI1cmfAWDkWRfvl9,spotify:track:4rh4cYNI1cmfAWDkWRfvl9,https://api.spotify.com/v1/tracks/4rh4cYNI1cmfAWDkWRfvl9,https://api.spotify.com/v1/audio-analysis/4rh4cYNI1cmfAWDkWRfvl9,216503,4
76,Walking On Sunshine,pop,0.604,0.929,10,-8.79,1,0.0389,0.0117,0.205,0.0676,0.945,109.885,audio_features,1n0oxt8ciyVrkRHKW1aGkT,spotify:track:1n0oxt8ciyVrkRHKW1aGkT,https://api.spotify.com/v1/tracks/1n0oxt8ciyVrkRHKW1aGkT,https://api.spotify.com/v1/audio-analysis/1n0oxt8ciyVrkRHKW1aGkT,237819,4
77,Hungry Like the Wolf,pop,0.671,0.833,0,-8.31,1,0.0817,0.0322,0,0.525,0.587,129.624,audio_features,1y0gJduq85lUxYH8OYq1jc,spotify:track:1y0gJduq85lUxYH8OYq1jc,https://api.spotify.com/v1/tracks/1y0gJduq85lUxYH8OYq1jc,https://api.spotify.com/v1/audio-analysis/1y0gJduq85lUxYH8OYq1jc,205172,4
78,Every Rose Has Its Thorn - 2003 - Remaster,metal,0.549,0.571,6,-7.104,1,0.0308,0.277,5.49e-06,0.362,0.318,140.32,audio_features,1fd4TuyR5VNETLpTpUBZBN,spotify:track:1fd4TuyR5VNETLpTpUBZBN,https://api.spotify.com/v1/tracks/1fd4TuyR5VNETLpTpUBZBN,https://api.spotify.com/v1/audio-analysis/1fd4TuyR5VNETLpTpUBZBN,260853,4
79,It's My Life,pop,0.635,0.78,0,-8.172,1,0.0338,0.24,0.851,0.428,0.879,126.284,audio_features,4YWahhkpmfhoyHnaCOsDuN,spotify:track:4YWahhkpmfhoyHnaCOsDuN,https://api.spotify.com/v1/tracks/4YWahhkpmfhoyHnaCOsDuN,https://api.spotify.com/v1/audio-analysis/4YWahhkpmfhoyHnaCOsDuN,232432,4
80,Sunglasses At Night - 1992 - Remaster,pop,0.666,0.695,10,-8.969,0,0.0537,0.466,0.00042,0.117,0.773,127.492,audio_features,52cbC1Ibwy5iZnfD7PAlhg,spotify:track:52cbC1Ibwy5iZnfD7PAlhg,https://api.spotify.com/v1/tracks/52cbC1Ibwy5iZnfD7PAlhg,https://api.spotify.com/v1/audio-analysis/52cbC1Ibwy5iZnfD7PAlhg,236240,4
81,Centerfold,country,0.646,0.852,0,-5.142,1,0.0481,0.3,0,0.376,0.867,114.523,audio_features,2LL7xutPiuzoRACyfHPoMj,spotify:track:2LL7xutPiuzoRACyfHPoMj,https://api.spotify.com/v1/tracks/2LL7xutPiuzoRACyfHPoMj,https://api.spotify.com/v1/audio-analysis/2LL7xutPiuzoRACyfHPoMj,217525,4
82,I'm Gonna Be (500 Miles),rock,0.857,0.436,4,-9.642,1,0.0396,0.192,0,0.0756,0.827,131.915,audio_features,2abwjITP8egjvMMjp8NuWl,spotify:track:2abwjITP8egjvMMjp8NuWl,https://api.spotify.com/v1/tracks/2abwjITP8egjvMMjp8NuWl,https://api.spotify.com/v1/audio-analysis/2abwjITP8egjvMMjp8NuWl,217803,4
83,Love Is A Battlefield - 2005 Digital Remaster,pop,0.682,0.767,2,-7.869,0,0.0483,0.0887,0.00107,0.0845,0.871,90.678,audio_features,68mtYirMYr3yGgeLaPWiKL,spotify:track:68mtYirMYr3yGgeLaPWiKL,https://api.spotify.com/v1/tracks/68mtYirMYr3yGgeLaPWiKL,https://api.spotify.com/v1/audio-analysis/68mtYirMYr3yGgeLaPWiKL,248454,4
84,Let's Dance - Single Version;2002 - Remaster,rock,0.647,0.65,8,-9.553,1,0.0472,0.00562,0.00438,0.132,0.793,114.694,audio_features,5wS7KpQTQaUFPU3NKnXTyj,spotify:track:5wS7KpQTQaUFPU3NKnXTyj,https://api.spotify.com/v1/tracks/5wS7KpQTQaUFPU3NKnXTyj,https://api.spotify.com/v1/audio-analysis/5wS7KpQTQaUFPU3NKnXTyj,248314,4
85,Heart and Soul,pop,0.442,0.679,5,-8.783,1,0.0412,0.329,0.00122,0.0793,0.682,180.381,audio_features,7HW7ZM5qAWhwf7SgwP9kJ1,spotify:track:7HW7ZM5qAWhwf7SgwP9kJ1,https://api.spotify.com/v1/tracks/7HW7ZM5qAWhwf7SgwP9kJ1,https://api.spotify.com/v1/audio-analysis/7HW7ZM5qAWhwf7SgwP9kJ1,254073,4
86,Bette Davis Eyes,pop,0.671,0.65,5,-9.149,1,0.0332,0.0433,0,0.102,0.569,116.436,audio_features,2NiB8N1QYVCWAQ0hGOUfhx,spotify:track:2NiB8N1QYVCWAQ0hGOUfhx,https://api.spotify.com/v1/tracks/2NiB8N1QYVCWAQ0hGOUfhx,https://api.spotify.com/v1/audio-analysis/2NiB8N1QYVCWAQ0hGOUfhx,224816,4
